id,name,identity,intelligence,strength,speed,durability,power,combat,creator,universe,full_name,place_of_birth,first_appearance,alignment,height,weight,eye_color,hair_color
Tokoha Anjou,Tokoha Anjou,,Good,1,1,15,30,40,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Hazel,Green
Tom,Tom,Thomas Cat,Average,25,25,100,85,80,Hanna-Barbera,T&J - Tom & Jerry Universe,,,,,,,,
Tom Bombadil,Tom Bombadil,,High,75,100,75,85,50,J. R. R. Tolkien,,,Uknown (before Melkor came in Arda),,Neutral,,,Blue,Brown
Tom Corsi,Tom Corsi,Thomas Corsi,Low,0,0,0,0,0,Marvel Comics,Earth-616 - Prime Marvel Universe,Thomas Corsi,Place of birth unknown,,Good,,,,Black
Tom Hanniger,Tom Hanniger,,Average,6,6,14,15,40,,MBV - My Bloody Valentine 3D,Thomas J. Hanniger,,,Bad,185.4,,Green,Brown
Tom Keen,Tom Keen,Tom Keen,Average,1,6,10,0,70,Universal Studios,The Blacklist - The Blacklist,Thomas Vincent Keen,,,,,,Hazel,Brown
Tom Keller,Tom Keller,Tom Keller,Average,5,6,5,10,50,,Archieverse,,,,,,,,
Tom Lennox,Tom Lennox,Tom Lennox,Average,1,1,5,0,15,,24 - 24,Tom Lennox,,,Good,,,Blue,Brown
Tom Strange,Tom Strange,Thomas Hugo Strange,Good,30,20,30,40,60,DC Comics,Earth-ABC - DC's Earth-ABC,,,,Good,,,Blue,Black
Tom Taylor,Tom Taylor,Thomas Taylor,High,100,100,100,100,100,DC Comics,The Unwritten - The Unwritten,,,,,,,,
Tom Tucker,Tom Tucker,,Good,5,5,5,5,5,Disney,Family Guy - Family Guy,Tom Tucker,,,,,,,
Tom Turbo,Tom Turbo,,Average,1,25,5,45,5,,Tom Turbo - Tom Turbo Universe,,,,Good,,,Black,No Hair
Tomar-Re,Tomar-Re,Tomar-Re,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,,Xudar,,Good,188.0,95.3,Red,No Hair
Tomari Seto,Tomari Seto,,Good,1,6,20,30,50,Shueisha,Cv - Cardfight!! Vanguard,,,,,,,Blue,Brown
Tombstone,Tombstone,Lonnie Thompson Lincoln,Average,30,25,35,35,70,Marvel Comics,Earth-616 - Prime Marvel Universe,,"Harlem, New York",1987,Bad,201.0,208.0,Pink,White
Tombstone-1,Tombstone,,Average,8,10,15,25,70,Marvel Comics,Earth-1048 - Marvel's Spider-Man Game Series,,,,,,,,
Tomie,Tomie,Tomie Kawakami,Average,1,1,5,55,15,Viz Media,Tomie - Tomie,,,1998,Bad,160.0,55.0,Grey,Black
Tommy,Tommy,,Average,16,5,12,10,45,Rockstar Games,RDR - Red Dead Redemption,,,,,,,,
Tommy Bones,Tommy Bones,Tommy Bones,Average,5,1,10,0,10,DC Comics,Gotham - Gotham (2014-2019 TV Series),Tommy Bones,,,Bad,193.1,80.0,Brown,Brown
Tommy Vercetti,Tommy Vercetti,,Good,14,19,15,14,45,Rockstar Games,GTA - Grand Theft Auto,,Liberty City,,Neutral,,,,
Tomochika Dannoura,Tomochika Dannoura,,Good,25,25,15,90,100,Shueisha,FV - Fujitakaverse,,,,,,,,
Tomoe Misumi,Tomoe Misumi,Tomoe Misumi,Good,25,70,45,100,85,Kadokawa,TgMID - Tsuki ga Michibiku Isekai Douchuu,,,,Bad,,,Red,Blue
Tomoki Sakurai,Tomoki Sakurai,,Average,100,20,40,70,30,Kadokawa,Sora No Otoshimono,,,,Good,,,,
Tomura Shigaraki,Tomura Shigaraki,,Average,25,25,20,50,70,Shueisha,MHA - My Hero Academia,Tomura Shigaraki,,,Bad,175.3,49.4,Red,Blue
Tomura Shigaraki (All For One),Tomura Shigaraki (All For One),Tenko Shimura,Good,100,75,45,75,80,Shueisha,MHA - My Hero Academia,,,,Bad,175.3,50.0,Red,White
Toneri,Toneri,Ōtsutsuki Toneri,Low,0,0,0,0,0,Shueisha,"Naruto - Naruto, shippuden, Boruto",?tsutsuki Toneri,,,Neutral,182.9,,White,White
Toni Topaz,Toni Topaz,Toni Topaz,Average,1,1,5,5,45,,Archieverse,,,,,,,,
Tonori Fujinami,Tonori Fujinami,,Good,1,1,20,50,50,Shueisha,Cv - Cardfight!! Vanguard,,,,,,,,
Tony Almeida,Tony Almeida,Tony Almeida,Average,1,6,10,0,70,,24 - 24,Anthony Almeida,,,Bad,,,Brown,Black
Tony Soprano,Tony Soprano,,Good,1,1,7,7,15,,,"Anthony John Soprano, Sr.","Newark, New Jersey",,Good,186.0,105.0,Brown,Brown / Black
Toomler,Toomler,Toomler,High,100,100,100,100,85,,WOD - World of Darkness,,,,,,,,
Toothless,Toothless,,Average,30,35,20,45,40,Dreamworks,HTTYD - How to Train Your Dragon,,,,Good,,,Black,No Hair
Toph Beifong,Toph Beifong,Toph Beifong,Average,55,25,30,70,90,Dark Horse Comics,Avatar - Avatar: The Last Airbender(2005-2008) and The Legend of Korra(2012-2014),,,,,,,,
Toppo,Toppo,Toppo,Good,100,100,100,100,100,Shueisha,DB - Dragon Ball Verse,,Universe 11,,Good,,,Yellow,No Hair
Toppo (Destroyer Form),Toppo (Destroyer Form),Toppo,Good,100,100,100,100,100,Shueisha,DB - Dragon Ball Verse,,,,Good,,,Purple,No Hair
Tor Vizsla,Tor Vizsla,Tor Vizsla,Low,0,0,0,0,0,George Lucas,Star Wars - Star Wars Universe,,Mandalore,,Bad,190.0,,Brown,Black
Torbjörn,Torbjörn,Torbjörn Lindholm,Low,0,0,0,0,0,Activision Blizzard,Overwatch - Overwatch Universe,,,,Neutral,140.0,,Brown,Blond
Torch Of Liberty,Torch Of Liberty,Paul Gibney,Average,1,6,5,10,90,Dark Horse Comics,Hellboy - Hellboy,,,,,,,,
Torchic,Torchic,Torchic,Moderate,1,1,5,5,10,Nintendo,Pokemon - Pokemon,,,,,40.7,2.5,Black,No Hair
Tori Meadows,Tori Meadows,,Good,1,1,5,10,20,Shueisha,Yu-Gi-Oh! - Yu-Gi-Oh!,,,,Good,157.0,,Brown,Green
Tori-Bot,Tori-Bot,Tori-Bot,High,100,100,100,100,100,Shueisha,DB - Dragon Ball Verse,Tori Bot,Japan,,Neutral,170.2,67.6,Black,
Toritsuka,Toritsuka,Reita Toritsuka,Average,1,5,5,35,10,Shueisha,Saiki Kusuo No Psi-nan - The Disastrous Life of Saiki K.,,,,,,,,
Tornado,Tornado,Tatsumaki,Good,1,50,15,75,25,Shueisha,OPM - One Punch Man,Tatsumaki,,,Good,,,Green,Green
Torol Sadeas (Young),Torol Sadeas (Young),,Average,10,1,25,60,100,,"Cosmere - The Novels of Brandon Sanderson (Mistborn, Stormlight Archives)",,,,,,,,
Torra Doza,Torra Doza,Torra Doza,Low,0,0,0,0,0,George Lucas,Star Wars - Star Wars Universe,Torra Doza,,,Good,,,Grey,Brown
Toru,Toru,,Good,25,25,30,40,80,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,Bad,,,Brown,Black
Toruk Makto,Toruk Makto,Jake Sully,Average,30,25,20,35,25,James Cameron,Avatar - Avatar Movies (2009-2028),,,2009,,,,,
Torvald,Torvald,Torvald Stavig,Average,18,17,15,20,65,2K,Evolve-Verse - Evolve (2015),,,,Good,,,,
Torvi,Torvi,Torvi,Low,0,0,0,0,0,,Vikings - Vikings,Torvi,"G�taland, Sweden",,Good,,,Hazel,Blond
Toshiki Kai,Toshiki Kai,,Good,1,25,60,100,100,Shueisha,Cv - Cardfight!! Vanguard,,,,Good,,,Brown,Blue
Toshiro Gouda,Toshiro Gouda,,High,100,100,100,100,100,07th Expansion,Umineko Verse - Umineko When They Cry,,,,,,,,
Toshiro Hitsugaya,Toshiro Hitsugaya,Toshiro Hitsugaya,Good,95,100,60,80,100,Shueisha,Bleach - Bleach,Toshiro Hitsugaya,,,Good,133.0,28.0,Green / Blue,White
Toski,Toski,Toski,Average,1,75,35,50,15,Hasbro,MtG - Magic: the Gathering,,"The Cosmos, Kaldheim",2021,Good,,,,
Tot Musica,Tot Musica,,Good,55,50,40,90,50,Shueisha,OP - One Piece Verse,,,,Bad,,,,
Totem,Totem,Totem,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
Toth,Toth,,Good,20,1,15,55,35,Dark Horse Comics,Buffy - Buffy the Vampire Slayer,,,,,,,,
Toto,Toto,Gamera,Average,75,25,25,45,40,Dark Horse Comics,Gamera - Gamera Universe,,,2006,Good,3000.0,,,
Totodile,Totodile,Totodile,Average,1,1,6,5,15,Nintendo,Pokemon - Pokemon,,,,,61.0,9.5,Red,No Hair
Totoro,Totoro,Totoro,Moderate,75,7,25,60,5,Studio Ghibli,MNT - My Neighbor Totoro,,,,Good,,,,
Bash,Bash,,Good,13,25,25,45,25,Activision Blizzard,Skylanders - Skylanders,,,,Good,,,Red,No Hair
Bashenga,Bashenga,,Average,25,30,15,50,60,Marvel Comics,MCU - Marvel Cinematic Universe,,,,,,,,
Bashful Heart Bear,Bashful Heart Bear,,Average,45,50,40,65,10,,Care Bears - Care Bears Universe,,,,Good,,,Teal,Green
Bashir Malik (Sage Force),Bashir Malik (Sage Force),Bashir Malik,High,100,100,100,100,40,DC Comics,Arrowverse - DC Television Universe,,,,Good,,,,Black
Basil,Basil,,Average,100,70,65,50,95,Shueisha,DB - Dragon Ball Verse,,Universe 9,,Bad,,,Yellow,Red
Bask,Bask,Bask,Average,55,50,40,45,60,Shueisha,Fist Of The North Star - FOTNS,,,,Bad,,,,
Basqat,Basqat,Basqat,Good,100,100,90,80,50,DC Comics,Smallville - Smallville (2001-2011 TV Series),,,,,,,,
Bass,Bass,SWN-001,High,100,100,60,100,70,Capcom,,,,,,,,,
Bast,Bast,Bast,High,100,100,100,100,100,H.P. Lovecraft,Cthulhu Mythos - Cthulhu Mythos,,,,,,,,
Bast-1,Bast,,Good,100,50,45,65,85,Rick Riordan,,,,,Good,,,Yellow,Black
Bast-2,Bast,,Good,75,25,85,90,100,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Good,,,,
Bastet,Bastet,Bastet,High,100,100,100,100,100,,WOD - World of Darkness,,,,,,,,
Bastila Shan,Bastila Shan,Bastila Shan,High,50,75,55,80,100,George Lucas,SWL - Star Wars: Legends Multiverse,Bastila Shan,Talravin,,Good,,,Grey,Brown
Bastion,Bastion,Sebastion Gilberti,High,25,25,45,65,45,Marvel Comics,Earth-616 - Prime Marvel Universe,,,,Bad,191.0,170.0,Hazel,White
Bat-Mite,Bat-Mite,Bat-Mite,Average,100,100,100,100,10,DC Comics,DCAU - DC Animated Universe,,,,,,,,
Bat-Mite-1,Bat-Mite,,Average,100,100,100,100,55,DC Comics,New Earth - Post-Crisis,,,,Neutral,88.9,21.3,,
Bat-Mite (Worlds Funnest),Bat-Mite (Worlds Funnest),Bat Mite,High,100,100,100,100,70,DC Comics,New Earth - Post-Crisis,,,,,,,,
Bat-Prince,Bat-Prince,Bruce Wayne,High,100,100,100,80,95,DC Comics,Earth 118 - Dark Knights of Steel,,,,Good,,,Blue,Black
Batcow,Batcow,,Moderate,25,12,8,10,10,DC Comics,New Earth - Post-Crisis,,,,Good,,,,
Batgirl,Batgirl,Barbara Gordon,Good,1,11,10,10,85,DC Comics,New Earth - Post-Crisis,Barbara Joan Gordon,Gotham City,,Good,180.3,61.24,Green,Red
Batgirl-1,Batgirl,Barbara Gordon,High,5,14,13,10,85,DC Comics,Prime Earth - New 52,Barbara Joan Gordon,Gotham City,,Good,170.2,61.2,Green,Red
Batgirl-2,Batgirl,Barbara Gordon,Low,0,0,0,0,0,DC Comics,Injustice - Injustice (2013-2017 Games and Comics),Barbara Gordon,Ohio,,Good,180.3,61.2,Green,Red
Batgirl-3,Batgirl,Barbara Gordon,Good,8,20,25,30,80,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,Gotham City,,Good,,,Green,Red / Orange
Batgirl-4,Batgirl,Barbara Gordon,Good,6,11,15,25,100,DC Comics,Arkhamverse - Arkham Series,Barbara Gordon,Gotham City,1967,Good,180.3,61.0,Blue,Red / Orange
Batgirl-5,Batgirl,Helena Rosa Bertinelli,Good,5,25,10,15,90,DC Comics,New Earth - Post-Crisis,Helena Rosa Bertinelli,Gotham City,,Good,177.8,89.8,Black,Black
Batgirl-6,Batgirl,Cassandra Cain,Good,13,20,13,15,100,DC Comics,New Earth - Post-Crisis,Cassandra Cain,League of Assassins (exact base is unknown),,Good,165.1,52.2,Green,Black
Batgirl-7,Batgirl,Barbara Gordon,High,1,11,10,15,90,DC Comics,Rebirth - DC Rebirth,Barbara Joan Gordon,,,Good,180.3,61.2,Green,Red
Batgirl-8,Batgirl,Stephanie Brown,Good,1,11,10,10,85,DC Comics,New Earth - Post-Crisis,Stephanie Brown,,2009,Good,167.6,61.2,Blue,Blond
Batgirl-9,Batgirl,Barbara Gordon,Good,5,14,5,15,85,,HQAU - Harley Quinn Animated Series,,,,,,,,
Batgirl-10,Batgirl,Barbara Gordon,Good,1,17,10,10,80,DC Comics,Young Justice - Young Justice (2010- TV Series),,,,Good,,,,Red / Orange
Batgirl-11,Batgirl,Barbara Wilson,Average,1,1,5,5,40,DC Comics,Burtonverse - Batman (1989-1997 Movies),,,1997,Good,,,Green,Blond
Batgirl-12,Batgirl,Cassandra Cain,Good,13,20,10,18,100,DC Comics,Rebirth - DC Rebirth,Cassandra Cain,League of Assassins (exact base is unknown),,Good,165.1,49.9,Brown,Black
Batgirl-13,Batgirl,Stephanie Brown,High,1,15,10,15,85,DC Comics,Rebirth - DC Rebirth,,,,Good,165.1,49.9,Blue,Blond
Batgirl-14,Batgirl,Barbara Gordon,Average,5,11,15,10,60,DC Comics,B66TV - Batman (1966 TV Series),,,,,,,,
Batgirl-15,Batgirl,Barbara Gordon,High,1,11,10,10,80,DC Comics,Gotham Knights - Gotham Knights (2022),,,,Good,,,Green,Red
Batgirl (Power Of Shazam),Batgirl (Power Of Shazam),Cassandra Cain,High,100,100,100,100,90,DC Comics,Earth 55 - DCeased,,,,Good,,,,
Batgod,Batgod,Bruce Wayne,High,55,100,100,100,100,DC Comics,New Earth - Post-Crisis,,,,Good,188.0,95.0,Blue,Black
Bathound,Bathound,Ace,Average,1,20,5,5,9,DC Comics,New Earth - Post-Crisis,,Gotham,,Good,109.2,39.9,Black,Brown
Batibat,Batibat,Batibat,Average,10,5,10,55,30,,Archieverse,,,,,,,,
Batman,Batman,Bruce Wayne,High,15,10,15,20,100,DC Comics,Teen Titans - Teen Titans (2003-2006 TV Series),,,,,,,,
Batman-1,Batman,Jean-Paul Valley Jr,Good,5,1,20,20,90,DC Comics,New Earth - Post-Crisis,Jean-Paul Valley,,,Good,188.0,95.3,Blue,Blond
Batman-2,Batman,Jason Todd,High,10,20,15,25,95,DC Comics,New Earth - Post-Crisis,Jason Peter Todd,Gotham City,1983,Bad,188.0,102.1,Blue,Black
Batman-3,Batman,Damian Wayne,Good,25,25,20,25,95,DC Comics,New Earth - Post-Crisis,Damian Wayne,,,Good,137.2,38.1,Green,Black
Batman-4,Batman,Bruce Wayne,High,14,30,13,10,100,DC Comics,Smallville - Smallville (2001-2011 TV Series),,Gotham City,,Good,,,Blue,Black
Batman-5,Batman,Bruce Wayne,High,25,25,20,20,100,DC Comics,DCAU - DC Animated Universe,Bruce Thomas Wayne,Gotham city,,Good,188.0,95.3,Blue,Black
Batman-6,Batman,Bruce Wayne,High,25,20,17,25,100,DC Comics,New Earth - Post-Crisis,Bruce Thomas Wayne,"Crest Hill, Bristol Township; Gotham County",,Good,188.0,95.3,Blue,Black
Batman-7,Batman,Terry McGinnis,Good,25,25,25,40,90,DC Comics,New Earth - Post-Crisis,Terrence McGinnis,,,Good,188.0,89.8,Blue,Black
Batman-8,Batman,Bruce Wayne,High,15,25,20,20,100,DC Comics,Injustice - Injustice (2013-2017 Games and Comics),Bruce Wayne,Gotham City,,Good,188.0,95.3,Blue,Black
Batman-9,Batman,Bruce Wayne,Good,13,11,15,20,95,DC Comics,DCEU - DC Extended Universe,,,,Good,,,,
Batman-10,Batman,,High,30,25,35,30,100,DC Comics,DCUO - DC Universe Online,,,,,,,,
Batman-11,Batman,Bruce Wayne,High,8,11,15,20,100,DC Comics,IAMU - Injustice Movie Universe,,Gotham City,2021,Good,188.0,95.25,Blue,Black
Batman-12,Batman,Bruce Wayne,Good,6,11,10,30,60,DC Comics,B66TV - Batman (1966 TV Series),Bruce Wayne,Gotham City,,Good,188.0,89.8,Black,Brown / Black
Batman-13,Batman,Bruce Wayne,High,18,17,15,25,100,DC Comics,Pre-Crisis - Pre Crisis on Infinite Earths,Bruce Wayne,Gotham City,1952,Good,188.0,95.3,Blue,Black
Batman-14,Batman,Kirk Langstrom,High,25,25,15,25,75,DC Comics,GAM - Justice League: Gods and Monsters,,,,Good,,,Red,Black
Batman-15,Batman,Bane,Low,0,0,0,0,0,DC Comics,New Earth - Post-Crisis,Unknown,Santa Prisca,,Bad,203.2,1590.0,Brown,No Hair
Batman-16,Batman,Bruce Wayne,Moderate,1,6,6,13,50,DC Comics,The Gift - The Gift Universe,,,,Good,,,,
Batman-17,Batman,Bruce Wayne,High,100,90,70,80,85,DC Comics,Earth 28 - DC: Mech,,,,Good,,,,
Batman-18,Batman,Tim Drake,Good,10,15,15,25,90,DC Comics,New Earth - Post-Crisis,Timothy Drake,Gotham City,1989,Good,177.8,79.4,Blue,Black
Batman-19,Batman,Bruce Wayne,High,8,7,7,20,90,DC Comics,Nolanverse - Batman (2009-2012 Movies),Bruce Wayne,Gotham City,,Good,,,Brown,Black
Batman-20,Batman,Thomas Wayne,High,10,20,15,20,90,DC Comics,Flashpoint - Flashpoint,,Gotham City,2013,Good,,,Green,White
Batman-21,Batman,Bruce Wayne,High,25,25,25,25,100,DC Comics,Rebirth - DC Rebirth,Bruce Thomas Wayne,Gotham City,,Good,188.0,95.3,Blue,Black
Batman-22,Batman,Damian Wayne,Good,5,15,15,10,100,DC Comics,Earth 55 - DCeased,,,,Good,,,Green,Black
Batman-23,Batman,Bruce Wayne,High,6,6,10,10,100,Lego,LEGO - LEGO Cinematic Universe,Bruce Wayne,Gotham city,,Good,4.0,0.9,White,No Hair
Batman-24,Batman,Bruce Wayne,High,25,25,25,35,100,DC Comics,Earth-43 - Earth 43,Bruce Thomas Wayne,,1991,Good,188.0,95.3,Red,Brown
Batman-25,Batman,Bruce Wayne,High,14,25,10,15,100,DC Comics,Burtonverse - Batman (1989-1997 Movies),Bruce Wayne,,1989,Good,175.3,73.0,Brown,Black
Batman-26,Batman,Bruce Thomas Wayne,High,25,20,20,20,100,DC Comics,FS - Future State,,,2021,Good,188.0,95.0,Blue,Black
Batman-27,Batman,Bruce Wayne,High,30,25,25,45,100,DC Comics,Prime Earth - New 52,Bruce Thomas Wayne,,2011,Good,188.0,95.0,Blue,Black
Batman-28,Batman,Bruce Wayne,Good,13,18,15,25,90,DC Comics,Tomorrowverse - Tomorrowverse,,,,Good,,,,Black
Batman-29,Batman,Bruce Wayne,High,18,17,25,25,90,DC Comics,HQAU - Harley Quinn Animated Series,,,,,,,,
Batman-30,Batman,Bruce Wayne,Good,6,5,7,15,95,DC Comics,Earth 96 - DC Superhero Girls (2019- Tv Show),,,,,,,,
Batman-31,Batman,Bruce Wayne,High,25,25,20,25,80,DC Comics,DCW - DC Webtoons,,,,,,,,
Batman-32,Batman,Bruce Wayne,Good,13,8,10,10,80,DC Comics,Batman Telltale - Batman Telltale Game Universe,,,,Good,,,Black,
Batman-33,Batman,Bruce Wayne,High,14,25,10,10,100,DC Comics,Arrowverse - DC Television Universe,,,,,,,,
Batman-34,Batman,Bruce Wayne,High,13,20,15,20,100,DC Comics,DCUAOM - DC Universe Animated Original Movies,,Gotham City,,Good,188.0,95.0,Blue,Black
Batman-35,Batman,Bruce Wayne,Good,8,6,10,20,90,DC Comics,BTBATB - Batman: The Brave and the Bold,,Gotham City,,Good,,,Blue,Black
Batman-36,Batman,Bruce Wayne,High,15,25,20,25,100,DC Comics,Young Justice - Young Justice (2010- TV Series),,,,Good,,,,Black
Batman-37,Batman,Bruce Wayne,Good,10,10,15,25,70,,Family Guy - Family Guy,,,,,,,,
Batman-38,Batman,Bruce Wayne,Good,14,25,10,10,100,DC Comics,Earth-1 - Earth-One,,,,,,,,
Batman-39,Batman,Bruce Wayne,High,25,8,20,20,90,DC Comics,FNLU - Fortnite's Lore Universe,,,,Good,,,,Black
Batman-40,Batman,Terry McGinnis,High,25,25,25,45,95,DC Comics,Rebirth - DC Rebirth,,,,,,,,
Batman-41,Batman,,High,25,50,13,30,100,DC Comics,One Million - DC One Million,,,,Good,198.1,106.6,Blue,Blond
Batman-42,Batman,Bruce Wayne,High,13,14,15,25,100,DC Comics,Earth-22 - Kingdom Come,,,1996,Good,188.0,83.0,Blue,Grey
Batman-43,Batman,Bruce Wayne,High,13,20,20,30,100,DC Comics,Earth-31 - Dark Knight Universe,Bruce Wayne,Gotham City,1986,Neutral,195.6,136.1,Blue,Grey
Batman-44,Batman,Bruce Wayne,High,25,25,75,35,100,DC Comics,Lego Earth-1 - Lego DC Universe,Bruce Thomas Wayne,Gotham City,,Good,,,Black,Black
Batman-45,Batman,Bruce Wayne,High,8,6,10,20,100,DC Comics,Earth-19 - DC's Earth-19,,,,,,,,
Batman-46,Batman,Dick Grayson,Good,20,20,15,25,95,DC Comics,New Earth - Post-Crisis,Richard John Grayson,,,Good,177.8,79.4,Blue,Black
Batman-47,Batman,Bruce Wayne,High,20,25,20,25,100,DC Comics,Arkhamverse - Arkham Series,Bruce Wayne,Gotham City,,Good,188.0,95.0,Blue,Black
Batman-48,Batman,Thomas Wayne,High,20,20,15,20,100,DC Comics,Rebirth - DC Rebirth,,Gotham City,,Neutral,188.0,95.0,Brown,White
Batman-49,Batman,Wayne Williams,Good,6,7,10,15,90,DC Comics,Earth-6 - Just Imagine,,,,Good,190.5,104.33,Brown,No Hair
Batman (2022),Batman (2022),Bruce Wayne,Good,6,8,15,20,85,DC Comics,Batverse - The Batman Movie/TV,,Gotham City,2022,Good,188.0,,Brown,Black
Batman (Battle-Suit),Batman (Battle-Suit),Bruce Wayne,Good,16,7,20,25,95,DC Comics,DCEU - DC Extended Universe,Bruce Wayne,Gotham City,,Good,188.0,79.8,White,Black
Batman (Death Metal),Batman (Death Metal),Bruce Wayne,High,25,25,25,25,100,DC Comics,DM - Dark Multiverse,,Gotham City,2020,Good,188.0,95.0,Blue,Black
Batman (Final Batsuit),Batman (Final Batsuit),Bruce Wayne,High,100,100,100,100,100,DC Comics,New Earth - Post-Crisis,Bruce Wayne,"Crest Hill, Bristol Township; Gotham County",,Good,188.0,95.3,Blue,Black
Batman (Fused with Clayface),Batman (Fused with Clayface),Bruce Wayne,High,30,25,35,50,100,DC Comics,New Earth - Post-Crisis,,,,,,,,
Batman (Justice League Action),Batman (Justice League Action),Bruce Wayne,High,8,19,10,15,100,DC Comics,JLA - Justice League Action,,,,,,,,
Batman (Mobius Chair),Batman (Mobius Chair),Bruce Wayne,High,1,17,30,55,70,DC Comics,DCUAOM - DC Universe Animated Original Movies,,America,,Bad,,,Blue,Black
Batman (Stealth Suit),Batman (Stealth Suit),Bruce Wayne,High,30,25,30,20,100,DC Comics,New Earth - Post-Crisis,,,,Good,,,Blue,Black
Batman (Superman's Powers),Batman (Superman's Powers),Bruce Wayne,High,100,100,100,100,100,DC Comics,New Earth - Post-Crisis,,Gotham County,,Good,188.0,95.0,Blue,Black
Batman (The Batman tv series),Batman (The Batman tv series),Bruce Wayne,High,25,19,10,10,100,DC Comics,,,,,,,,,
Batman (XE suit),Batman (XE suit),Bruce Wayne,High,25,20,25,30,100,DC Comics,Arkhamverse - Arkham Series,Bruce Thomas Wayne,Gotham city,,Good,184.9,95.25,Blue,Black
Batman The Silenced,Batman The Silenced,Bruce Wayne,High,25,25,20,25,100,DC Comics,DM - Dark Multiverse,,,2021,Bad,188.0,95.0,Blue,Black
Batman Who Frags,Batman Who Frags,Bruce Wayne,High,100,100,100,100,100,DC Comics,DM - Dark Multiverse,,,2021,Bad,188.0,95.0,Red,Black
Batroc,Batroc,Georges Batroc,Good,20,25,15,15,95,Marvel Comics,Earth-616 - Prime Marvel Universe,Georges Batroc,,1965,Bad,183.0,102.0,Brown,Black
Batroc The Leaper,Batroc The Leaper,Georges Batroc,Good,5,13,10,10,80,Marvel Comics,MCU - Marvel Cinematic Universe,Georges Batroc,Algeria,,Bad,177.8,83.5,Green,Red
Batroc The Leaper-1,Batroc The Leaper,Georges Batroc,Average,25,25,25,20,75,Marvel Comics,MAU - Marvel Animated Universe,,,,Bad,185.0,60.0,,
Bats,Bats,Demobats,Average,75,25,30,25,20,,Stranger Things - Stranger Things,,,,Bad,,,,
Battle Beast,Battle Beast,,Good,100,100,55,70,100,Image Comics,Invincible - Invincible,,,,Bad,,,,
Battle Beast-1,Battle Beast,Thokk,Average,100,95,55,85,100,Amazon,Amazon Invincible - Amazon Invincible,,,,Bad,,,Orange,White
Battle Boss Bel'veth (Arcadia),Battle Boss Bel'veth (Arcadia),Bel'veth,Good,80,25,75,90,40,Riot Games,LoLAU - League of Legends Alternate Universes,,,,Bad,,,,Cyan
Battle Boss Blitzcrank (Arcadia),Battle Boss Blitzcrank (Arcadia),Blitzcrank,Moderate,80,20,80,75,40,Riot Games,LoLAU - League of Legends Alternate Universes,,,,Bad,,,,No Hair
Battle Boss Brand (Arcadia),Battle Boss Brand (Arcadia),Brand,Average,80,25,70,80,40,Riot Games,LoLAU - League of Legends Alternate Universes,,,,Bad,,,,
Battle Boss Malzahar (Arcadia),Battle Boss Malzahar (Arcadia),Malzahar,Good,75,25,70,80,30,Riot Games,LoLAU - League of Legends Alternate Universes,,,,Bad,,,,
Battle Boss Nocturne (Arcadia),Battle Boss Nocturne (Arcadia),Nocturne,Average,75,25,70,80,35,Riot Games,LoLAU - League of Legends Alternate Universes,,,,Bad,,,Pink,No Hair
Battle Boss Qiyana (Arcadia),Battle Boss Qiyana (Arcadia),Qiyana Yunalai,Good,75,25,70,80,45,Riot Games,LoLAU - League of Legends Alternate Universes,,,,Bad,,,,Pink
Battle Fire,Battle Fire,Shiro Yoshida,Good,80,35,70,85,75,Marvel Comics,Earth-41252 - Avengers: Tech-On,,,2021,Good,177.8,79.38,Black,Black
Touma Akechi,Touma Akechi,,High,1,1,5,5,5,Shueisha,Saiki Kusuo No Psi-nan - The Disastrous Life of Saiki K.,,,,Neutral,,,Black,Blond
Touma Kamijou,Touma Kamijou,Tōma Kamijō,Average,5,50,10,90,25,Kadokawa,Toaru Universe - A Certain Magical Index Universe,,,,Good,168.0,,Black,Black
Tourne,Tourne,Tourne,Good,25,40,30,35,95,DC Comics,DM - Dark Multiverse,,,,Good,190.5,158.76,Black,Black
Tovolar,Tovolar,Tovolar,Good,25,20,25,45,65,Hasbro,MtG - Magic: the Gathering,,"Kessig, Innisitrad",2021,Neutral,,,,Silver
Towa,Towa,Towa,High,100,100,100,100,100,Shueisha,Xenoverse - Dragon Ball Xenoverse,,Demon Realm,,Bad,,,Violet,White
Towa Higurashi,Towa Higurashi,,Good,35,25,25,80,85,Shogakukan,Inuyasha - Inuyasha,,Kaede's village,,Good,158.0,,Red,White
Toxie Doxie,Toxie Doxie,Theresa June Covington,Good,1,20,30,60,50,Marvel Comics,Earth-616 - Prime Marvel Universe,,"Boston, Massachusetts",,Bad,173.0,62.0,Blue,Blond
Toxin,Toxin,Patrick Mulligan,Good,55,45,65,90,85,Marvel Comics,Earth-616 - Prime Marvel Universe,Patrick Mulligan,New York City,2004,Good,188.0,97.5,Blue,Brown
Toxin-1,Toxin,Eddie Brock,Good,75,25,45,75,85,Marvel Comics,Earth-616 - Prime Marvel Universe,Edward Charles Allan Brock,"San Francisco, California",,Good,190.5,117.9,Black,Blond
